DrawDate,Ball 1,Ball 2,Ball 3,Ball 4,Ball 5,Lucky Star 1,Lucky Star 2,DrawNumber
2022-01-21,5,14,35,36,39,7,12,20222006
2022-01-25,6,16,18,39,47,2,4,20222007
2022-01-28,10,25,29,34,45,9,10,20222008
2022-02-01,1,19,36,38,49,6,9,20222009
2022-02-04,3,25,38,43,49,3,7,20222010
2022-02-08,6,20,34,37,43,7,10,20222011
2022-02-11,13,18,38,42,45,7,11,20222012
2022-02-15,9,20,31,33,44,2,12,20222013
2022-02-18,25,38,41,43,50,6,10,20222014
2022-02-22,5,9,14,26,32,3,7,20222015
2022-02-25,10,13,24,30,42,1,5,20222016
2022-03-01,8,24,26,39,42,3,5,20222017
2022-03-04,6,20,40,42,43,10,12,20222018
2022-03-08,12,18,21,25,31,2,9,20222019
2022-03-11,12,19,22,23,48,2,6,20222020
2022-03-15,1,2,12,19,26,2,8,20222021
2022-03-18,1,9,14,17,43,6,12,20222022
2022-03-22,7,17,21,29,40,8,11,20222023
2022-03-25,6,10,24,27,29,5,12,20222024
2022-03-29,8,11,33,42,43,6,11,20222025
2022-04-01,2,7,21,31,45,4,10,20222026
2022-04-05,1,11,13,24,49,5,6,20222027
2022-04-08,1,15,16,38,45,4,11,20222028
2022-04-12,21,30,31,35,47,2,10,20222029
2022-04-15,6,24,30,32,48,5,6,20222030
2022-04-19,2,12,17,28,46,6,10,20222031
2022-04-22,6,11,21,35,36,1,9,20222032
2022-04-26,4,25,28,34,45,8,11,20222033
2022-04-29,10,11,20,36,37,3,7,20222034
2022-05-03,8,20,26,47,48,3,8,20222035
2022-05-06,3,8,18,24,40,3,11,20222036
2022-05-10,3,25,27,28,29,4,9,20222037
2022-05-13,3,11,17,45,48,4,8,20222038
2022-05-17,5,28,30,48,49,5,11,20222039
2022-05-20,8,22,23,32,50,3,9,20222040
2022-05-24,10,13,27,36,37,2,10,20222041
2022-05-27,15,23,28,34,48,3,5,20222042
2022-05-31,3,10,13,42,49,3,9,20222043
2022-06-03,12,28,29,34,48,9,11,20222044
2022-06-07,6,16,17,25,31,2,6,20222045
2022-06-10,17,26,36,37,40,9,12,20222046
2022-06-14,2,7,27,34,40,3,11,20222047
2022-06-17,19,21,22,31,38,7,11,20222048
2022-06-21,6,23,36,39,47,8,10,20222049
2022-06-24,10,17,28,44,50,8,12,20222050
2022-06-28,10,35,42,47,48,2,11,20222051
2022-07-01,6,18,24,34,46,3,12,22052
2022-07-05,7,10,25,45,48,3,6,22053
2022-07-08,28,31,35,43,46,4,7,22054
2022-07-12,14,18,24,25,50,6,11,22055
2022-07-15,9,17,29,38,39,7,10,22056
2022-07-19,6,23,27,40,41,2,12,22057
2022-07-22,16,18,29,32,50,4,11,22058
2022-07-26,3,5,17,25,27,1,9,22059
2022-07-29,3,23,38,43,48,3,8,22060
2022-08-02,7,18,28,40,48,8,11,22061
2022-08-05,3,29,33,35,44,8,10,22062
2022-08-09,18,19,21,27,47,5,11,22063
2022-08-12,14,17,34,35,42,6,10,22064
2022-08-16,10,14,25,32,39,7,8,22065
2022-08-19,2,9,13,19,38,2,6,20222066
2022-08-23,19,26,31,39,48,2,3,22067
2022-08-26,22,23,25,38,44,11,12,22068
2022-08-30,4,6,10,15,19,1,4,22069
2022-09-02,7,12,13,20,45,3,12,22070
2022-09-06,7,10,22,29,44,4,5,22071
2022-09-09,17,23,24,26,27,4,9,22072
2022-09-13,9,12,15,40,47,1,11,22073
2022-09-16,10,27,36,45,49,3,4,22074
2022-09-20,11,21,23,32,48,3,12,22075
2022-09-23,14,15,22,35,48,3,8,22076
2022-09-27,4,20,21,34,44,1,3,22077
2022-09-30,1,2,11,16,26,3,12,22078
2022-10-04,3,18,28,42,43,3,12,22079
2022-10-07,26,27,42,45,50,1,12,22080
2022-10-11,8,23,32,35,40,1,8,22081
2022-10-14,24,28,29,34,48,3,7,22082
2022-10-18,3,5,13,42,48,1,6,22083
2022-10-21,25,26,28,38,40,1,6,22084
2022-10-25,7,24,34,39,46,1,6,22085
2022-10-28,14,16,21,28,35,1,11,22086
2022-11-01,19,37,42,47,48,1,6,22087
2022-11-04,2,11,37,45,47,2,3,22088
2022-11-08,3,5,32,33,50,1,8,22089
2022-11-11,2,19,24,25,44,2,10,22090
2022-11-15,13,21,24,31,33,1,12,22091
2022-11-18,13,16,19,35,41,1,11,22092
2022-11-22,21,22,24,29,42,3,11,22093
2022-11-25,19,21,35,37,39,2,6,22094
2022-11-29,15,20,24,35,38,8,12,22095
2022-12-02,12,21,35,39,45,6,11,22096
2022-12-06,12,20,25,26,27,8,12,22097
2022-12-09,8,27,31,46,50,1,3,22098
2022-12-13,3,9,12,26,30,10,11,22099
2022-12-16,2,15,19,35,44,2,7,22100
2022-12-20,1,11,17,20,27,4,5,22101
2022-12-23,16,17,23,26,35,5,11,22102
2022-12-27,19,31,33,34,43,3,5,22103
2022-12-30,17,34,42,47,48,1,9,22104
2023-01-03,20,21,29,45,46,3,10,23001
2023-01-06,16,31,35,44,45,4,12,23002
2023-01-10,11,13,34,40,42,3,10,23003
2023-01-13,4,13,25,33,37,5,10,23004
2023-01-17,18,21,30,46,50,2,6,23005
2023-01-20,3,6,13,40,42,7,11,23006
2023-01-24,11,27,41,43,47,7,11,23007
2023-01-27,8,9,15,19,31,10,12,23008
2023-01-31,7,12,19,33,43,3,7,23009
2023-02-03,2,14,17,32,45,3,10,23010
2023-02-07,2,8,34,44,47,3,9,23011
2023-02-10,3,13,25,36,47,3,8,23012
2023-02-14,24,26,38,43,46,2,3,23013
2023-02-17,8,23,27,42,45,1,9,23014
2023-02-21,21,22,34,41,49,2,7,23015
2023-02-24,7,23,34,42,48,1,3,23016
2023-02-28,12,29,33,37,47,5,10,23017
2023-03-03,3,6,8,24,50,10,11,23018
2023-03-07,11,13,24,35,50,6,11,23019
2023-03-10,9,16,37,38,48,2,7,23020
2023-03-14,16,26,28,31,46,11,12,23021
2023-03-17,5,15,26,37,49,8,11,23022
2023-03-21,1,9,20,29,32,2,3,23023
2023-03-24,5,12,25,36,46,6,10,23024
2023-03-28,16,21,34,36,44,9,10,23025
2023-03-31,16,18,28,34,47,5,10,23026
2023-04-04,10,16,31,33,50,3,8,23027
2023-04-07,5,26,28,36,46,6,12,23028
2023-04-11,10,14,16,19,29,2,10,23029
2023-04-14,4,11,37,44,49,6,7,23030
2023-04-18,17,21,23,35,37,10,11,23031
2023-04-21,7,8,18,33,42,2,8,23032
2023-04-25,10,29,30,40,45,1,12,23033
2023-04-28,11,13,16,23,34,1,10,23034
2023-05-02,7,32,44,47,48,7,8,23035
2023-05-05,3,8,18,34,49,3,7,23036
2023-05-09,13,17,21,28,46,7,9,23037
2023-05-12,9,10,13,39,44,4,6,23038
2023-05-16,4,6,9,14,37,4,11,23039
2023-05-19,18,27,34,41,49,3,9,23040
2023-05-23,5,6,14,23,34,2,11,23041
2023-05-26,15,25,37,38,41,1,7,23042
2023-05-30,27,29,32,33,47,2,8,23043
2023-06-02,3,12,15,25,43,10,11,23044
2023-06-06,13,21,32,39,50,2,10,23045
2023-06-09,18,26,36,41,50,11,12,23046
2023-06-13,15,16,21,41,50,5,6,23047
2023-06-16,7,26,34,41,44,9,11,23048
2023-06-20,11,17,28,32,35,5,6,23049
2023-06-23,1,3,11,33,46,10,11,23050
2023-06-27,17,22,23,27,44,1,7,23051
2023-06-30,1,6,25,29,36,7,10,23052
2023-07-04,14,17,23,36,44,2,8,23053
2023-07-07,2,11,12,19,38,4,8,23054
2023-07-11,2,11,28,42,48,4,9,23055
2023-07-14,5,8,29,35,48,5,6,23056
2023-07-18,4,12,34,35,45,1,9,23057
2023-07-21,7,31,33,35,36,7,10,23058
2023-07-25,5,7,11,27,37,6,12,23059
2023-07-28,7,32,33,34,38,6,9,23060
2023-08-01,25,27,35,40,45,7,11,23061
2023-08-04,15,20,31,44,48,1,3,23062
2023-08-08,8,9,33,35,40,3,6,23063
2023-08-11,4,6,10,13,34,3,5,23064
2023-08-15,3,5,9,32,43,6,10,23065
2023-08-18,23,25,30,44,47,9,12,23066
2023-08-22,2,9,23,32,40,6,7,23067
2023-08-25,16,17,34,35,44,5,10,23068
2023-08-29,21,23,32,40,49,8,11,23069
2023-09-01,4,5,35,37,43,5,6,23070
2023-09-05,1,7,24,41,48,10,12,23071
2023-09-08,10,20,21,26,33,3,4,23072
2023-09-12,5,14,36,40,42,2,11,23073
2023-09-15,12,14,21,45,48,8,11,23074
2023-09-19,10,15,31,41,42,2,5,23075
2023-09-22,3,23,24,34,35,5,8,23076
2023-09-26,2,6,14,19,23,5,7,23077
2023-09-29,9,11,13,21,32,2,7,23078
2023-10-03,6,20,22,24,45,4,5,23079
2023-10-06,21,29,31,34,43,2,9,23080
2023-10-10,18,20,22,33,43,3,9,23081
2023-10-13,21,26,28,40,41,2,4,23082
2023-10-17,10,17,20,35,40,3,4,23083
2023-10-20,2,20,28,40,45,1,5,23084
2023-10-24,8,16,18,31,34,6,9,23085
2023-10-27,29,33,35,48,49,3,8,23086
2023-10-31,5,7,20,40,50,2,10,23087
2023-11-03,8,21,31,39,47,5,9,23088
2023-11-07,8,10,11,30,39,4,10,23089
2023-11-10,10,21,30,38,42,2,12,23090
2023-11-14,13,16,36,44,50,3,5,23091
2023-11-17,2,24,26,46,50,2,7,23092
2023-11-21,19,29,34,46,47,2,3,23093
2023-11-24,15,20,29,39,48,1,7,23094
2023-11-28,12,16,27,33,44,7,8,23095
2023-12-01,4,10,14,38,50,9,12,23096
2023-12-05,4,6,20,24,25,5,9,23097
2023-12-08,17,30,42,48,50,4,8,23098
2023-12-12,6,28,37,39,43,9,12,23099
2023-12-15,2,13,37,38,48,5,9,23100
2023-12-19,10,20,41,43,45,2,12,23101
2023-12-22,6,14,34,44,49,4,12,23102
2023-12-26,8,27,30,35,47,9,10,23103
2023-12-29,2,3,19,36,37,6,9,23104
2024-01-02,7,15,18,46,49,10,12,24001
2024-01-05,4,7,18,39,50,3,8,24002
2024-01-09,2,9,12,39,40,1,3,24003
2024-01-12,16,17,18,45,49,9,12,24004
2024-01-16,10,18,21,33,45,8,12,24005
2024-01-19,27,28,44,48,50,7,12,24006
2024-01-23,14,23,39,48,50,3,12,24007
2024-01-26,8,19,32,41,42,9,12,24008
2024-01-30,5,10,19,27,30,5,6,24009
2024-02-02,13,20,23,27,42,5,9,24010
2024-02-06,2,7,21,28,45,5,11,24011
2024-02-09,23,24,35,37,45,9,12,24012
2024-02-13,13,17,18,20,46,4,9,24013
2024-02-16,8,13,14,24,26,1,2,24014
2024-02-20,23,31,37,42,48,3,7,24015
2024-02-23,24,27,28,30,49,1,12,24016
2024-02-27,3,4,9,12,20,5,6,24017
2024-03-01,4,7,19,20,34,2,4,24018
2024-03-05,2,15,17,23,36,3,8,24019
2024-03-08,8,11,12,16,44,4,7,24020
2024-03-12,13,19,30,38,46,4,12,24021
2024-03-15,1,4,31,34,40,4,5,24022
2024-03-19,7,16,18,20,32,1,3,24023
2024-03-22,8,11,23,32,44,9,10,24024
2024-03-26,2,13,14,26,29,5,6,24025
2024-03-29,16,17,35,36,49,1,10,24026
2024-04-02,1,23,31,36,48,5,8,24027
2024-04-05,13,18,26,35,37,8,11,24028
2024-04-09,19,23,26,27,46,2,10,24029
2024-04-12,2,3,12,16,45,2,11,24030
2024-04-16,22,29,31,39,46,3,7,24031
2024-04-19,10,20,40,44,46,1,3,24032
2024-04-23,6,9,11,32,49,2,10,24033
2024-04-26,2,20,39,40,47,4,8,24034
2024-04-30,13,22,24,33,47,1,5,24035
2024-05-03,6,9,10,30,49,3,4,24036
2024-05-07,35,36,41,42,45,6,11,24037
2024-05-10,13,28,29,44,48,4,12,24038
2024-05-14,2,8,17,28,35,7,9,24039
2024-05-17,18,31,32,41,46,1,10,24040
2024-05-21,11,13,14,34,48,7,9,24041
2024-05-24,9,12,18,22,50,1,3,24042
2024-05-28,16,18,35,36,41,6,7,24043
2024-05-31,4,7,16,33,34,7,8,24044
2024-06-04,6,7,9,14,43,3,4,24045
2024-06-07,15,16,26,30,37,5,8,24046
2024-06-11,7,15,34,45,48,7,9,24047
2024-06-14,2,13,16,24,32,1,7,24048
2024-06-18,3,11,33,34,36,1,12,24049
2024-06-21,3,4,7,11,17,3,12,24050
2024-06-25,14,16,37,45,49,5,7,24051
2024-06-28,10,16,18,22,35,1,10,24052
2024-07-02,2,7,34,35,46,6,8,24053
2024-07-05,11,13,29,31,47,1,11,24054
2024-07-09,6,15,19,28,39,7,11,24055
2024-07-12,12,18,24,25,39,8,10,24056
2024-07-16,2,32,35,36,39,7,8,24057
2024-07-19,15,22,35,44,48,6,7,24058
2024-07-23,4,8,10,16,34,4,8,24059
2024-07-26,4,19,23,35,37,4,8,24060
2024-07-30,9,25,28,37,38,2,8,24061
2024-08-02,5,7,12,33,46,3,12,24062
2024-08-06,1,18,27,41,50,2,12,24063
2024-08-09,21,23,25,33,44,4,10,24064
2024-08-13,15,16,39,40,47,1,6,24065
2024-08-16,15,17,29,45,49,1,10,24066
2024-08-20,7,10,13,18,26,3,12,24067
2024-08-23,9,15,24,47,50,8,9,24068
2024-08-27,1,8,11,42,47,4,11,24069
2024-08-30,3,24,27,33,42,4,6,24070
2024-09-03,7,9,11,16,45,2,5,24071
2024-09-06,12,14,34,41,47,3,4,24072
2024-09-10,6,29,46,47,48,2,9,24073
2024-09-13,10,15,17,31,42,4,12,24074
2024-09-17,20,30,32,41,44,1,10,24075
2024-09-20,16,25,29,34,37,3,7,24076
2024-09-24,18,20,21,36,49,3,5,24077
2024-09-27,7,20,21,27,38,5,12,24078
2024-10-01,8,22,29,41,42,9,11,24079
2024-10-04,4,8,16,17,20,1,6,24080
2024-10-08,7,14,19,34,40,6,8,24081
2024-10-11,16,23,32,46,49,4,5,24082
2024-10-15,2,15,32,36,48,3,9,24083
2024-10-18,4,15,23,30,39,1,12,24084
2024-10-22,3,13,27,30,46,1,2,24085
2024-10-25,4,17,20,25,45,8,9,24086
2024-10-29,1,2,19,30,45,10,12,24087
2024-11-01,7,33,38,44,50,2,7,24088
2024-11-05,1,8,19,37,50,6,9,24089
2024-11-08,2,33,35,42,48,1,3,24090
2024-11-12,10,11,12,22,50,1,10,24091
2024-11-15,7,8,34,39,44,2,6,24092
2024-11-19,4,13,20,28,49,7,12,24093
2024-11-22,10,11,12,29,31,8,11,24094
2024-11-26,7,11,25,31,40,9,12,24095
2024-11-29,8,17,18,29,43,5,9,24096
2024-12-03,23,25,34,46,47,6,8,24097
2024-12-06,14,25,39,44,47,6,10,24098
2024-12-10,5,24,25,29,47,5,9,24099
2024-12-13,1,15,25,42,50,4,10,24100
2024-12-17,1,3,4,21,29,2,7,24101
2024-12-20,10,14,21,33,50,6,9,24102
2024-12-24,6,10,16,23,24,11,12,24103
2024-12-27,12,22,27,33,45,4,8,24104
2024-12-31,19,24,26,28,33,8,12,24105
2025-01-03,3,19,29,35,37,1,9,25001
2025-01-07,20,33,35,41,47,4,12,25002
2025-01-10,12,27,36,37,42,6,7,25003
2025-01-14,18,20,29,41,48,5,9,25004
2025-01-17,8,15,24,35,42,6,8,25005
2025-01-21,6,8,14,27,41,4,5,25006
2025-01-24,2,11,19,30,49,3,8,25007
2025-01-28,9,37,41,42,49,1,9,25008
2025-01-31,22,30,41,44,49,2,7,25009
2025-02-04,3,4,29,39,43,5,10,25010
2025-02-07,10,23,24,29,45,8,10,25011
2025-02-11,3,21,36,41,46,1,6,25012
2025-02-14,4,14,31,36,38,3,10,25013
2025-02-18,5,14,25,26,40,5,7,25014
2025-02-21,1,3,11,20,43,2,11,25015
2025-02-25,17,22,23,24,44,6,11,25016
2025-02-28,7,16,31,43,46,5,9,25017
2025-03-04,15,20,29,35,42,2,9,25018
2025-03-07,6,10,27,32,48,3,8,25019
2025-03-11,13,36,37,42,47,7,11,25020
2025-03-14,8,10,33,35,49,2,9,25021
2025-03-18,4,9,35,46,50,8,11,25022
2025-03-21,9,17,18,21,50,5,12,25023
2025-03-25,1,3,18,33,36,2,6,25024
2025-03-28,10,21,30,42,45,1,9,25025
2025-04-01,9,24,30,46,49,4,12,25026
2025-04-04,27,39,41,45,50,5,7,25027
2025-04-08,3,14,15,48,49,1,7,25028
2025-04-11,14,28,34,46,49,3,8,25029
2025-04-15,3,31,33,38,44,6,12,25030
2025-04-18,20,27,35,39,48,3,8,25031
2025-04-22,7,28,33,37,47,9,12,25032
2025-04-25,13,22,32,39,41,1,12,25033
2025-04-29,2,9,24,30,41,1,11,25034
2025-05-02,3,5,19,21,49,1,10,25035
2025-05-06,8,23,24,47,48,4,9,25036
2025-05-09,15,18,25,29,47,5,9,25037
2025-05-13,9,19,44,47,50,2,9,25038
2025-05-16,6,9,25,37,46,6,12,25039
2025-05-20,1,8,13,29,47,5,6,25040
2025-05-23,10,29,43,46,49,7,12,25041
2025-05-27,12,30,38,40,41,4,12,25042
2025-05-30,4,7,14,33,36,1,5,25043
2025-06-03,12,15,38,47,48,5,7,25044
2025-06-06,20,21,29,30,35,2,12,25045
2025-06-10,19,36,39,40,45,5,6,25046
2025-06-13,2,28,40,43,45,3,7,25047
2025-06-17,13,22,23,44,49,3,5,25048
2025-06-20,5,8,24,37,47,3,9,25049
2025-06-24,7,16,21,23,39,7,11,25050
2025-06-27,19,27,36,45,49,7,10,25051
2025-07-01,1,17,28,32,34,7,8,25052
2025-07-04,19,29,42,45,48,5,7,25053
2025-07-08,1,8,9,18,50,1,5,25054
2025-07-11,8,23,24,45,49,2,10,25055
2025-07-15,24,38,41,45,49,1,6,25056
2025-07-18,13,19,25,42,45,2,9,25057
2025-07-22,8,15,26,33,41,9,10,25058
2025-07-25,6,7,23,32,36,11,12,25059
2025-07-29,5,6,42,44,46,4,8,25060
2025-08-01,4,16,25,29,30,2,10,25061
2025-08-05,1,3,5,42,47,5,10,25062
2025-08-08,2,12,19,34,44,6,10,25063
2025-08-12,18,28,42,46,48,3,9,25064
2025-08-15,13,30,35,36,40,2,6,25065
2025-08-19,24,31,34,41,43,6,8,25066
2025-08-22,6,9,12,30,39,4,10,25067
2025-08-26,2,14,38,42,45,10,11,25068
2025-08-29,6,9,10,13,37,1,7,25069
2025-09-02,13,30,31,32,36,1,12,25070
2025-09-05,27,30,31,41,43,5,8,25071
2025-09-09,3,13,24,39,40,2,8,25072
2025-09-12,5,10,23,31,37,3,11,25073
2025-09-16,1,9,13,35,40,5,6,25074
2025-09-19,8,10,26,32,42,9,12,25075
2025-09-23,11,13,24,29,33,2,5,25076
2025-09-26,4,17,25,28,44,5,11,25077
2025-09-30,3,8,15,17,48,2,8,25078
2025-10-03,6,12,18,25,41,2,6,25079
2025-10-07,24,39,42,43,48,5,8,25080
2025-10-10,6,7,17,20,21,1,10,25081
2025-10-14,5,8,14,16,18,3,10,25082
2025-10-17,13,35,39,44,47,3,5,25083
2025-10-21,5,24,29,40,42,6,12,25084
2025-10-24,7,8,25,31,45,7,12,25085
2025-10-28,7,8,24,35,49,2,12,25086
2025-10-31,5,14,38,43,45,7,11,25087
2025-11-04,6,9,25,28,45,1,4,25088
2025-11-07,11,21,39,40,43,2,8,25089
2025-11-11,4,22,32,36,47,2,10,25090
2025-11-14,9,26,27,45,48,8,9,25091
2025-11-18,2,4,15,21,48,6,12,25092
2025-11-21,17,19,29,35,48,5,9,25093
2025-11-25,6,11,17,35,44,3,7,25094
2025-11-28,5,29,33,39,42,3,9,25095
2025-12-02,4,13,14,20,41,6,12,25096
2025-12-05,9,15,25,34,46,8,12,25097
2025-12-09,2,8,13,29,49,2,11,25098
2025-12-12,7,25,30,37,41,5,11,25099
2025-12-16,14,16,40,41,44,2,10,25100
2025-12-19,17,21,39,43,44,1,11,25101
2025-12-23,8,26,27,29,44,11,12,25102
2025-12-26,12,22,32,36,48,3,4,25103
2025-12-30,11,26,29,34,44,1,10,25104
2026-01-02,8,27,42,44,46,1,10,26001
2026-01-06,5,14,17,18,31,10,12,26002
2026-01-09,1,7,10,26,34,2,4,26003
2026-01-13,6,10,18,44,47,2,10,26004
2026-01-16,5,17,24,29,50,5,10,26005
2026-01-20,11,18,19,22,50,1,11,26006
2026-01-23,4,5,13,21,42,3,10,26007
2026-01-27,4,23,42,43,47,3,9,26008
2026-01-30,14,18,31,35,46,7,11,26009
2026-02-03,26,27,28,34,37,4,9,26010
2026-02-06,10,13,20,23,24,6,11,26011
2026-02-10,1,17,19,34,42,5,8,26012
2026-02-13,9,13,31,37,40,6,9,26013
2026-02-17,1,4,6,10,41,5,12,26014
2026-02-20,13,24,28,33,35,5,9,26015
2026-02-24,10,27,40,43,47,6,10,26016
2026-02-27,14,24,27,39,42,6,10,26017
2026-03-03,6,7,24,34,50,5,7,26018
2026-03-06,15,16,19,28,37,6,9,26019
2026-03-10,12,14,27,44,50,4,12,26020
2026-03-13,13,17,26,41,48,4,10,26021
2026-03-17,5,17,28,33,41,3,9,26022
2026-03-20,5,12,16,37,46,8,10,26023
2026-03-24,12,16,17,18,27,1,3,26024
2026-03-27,4,10,43,44,48,2,4,26025
2026-03-31,5,8,10,33,38,2,7,26026
2026-04-03,8,27,29,46,49,2,10,26027
2026-04-07,11,14,19,36,49,6,7,26028
2026-04-10,10,13,14,38,41,6,9,26029
2026-04-14,1,2,4,28,44,5,12,26030
2026-04-17,22,23,28,41,47,6,8,26031
2026-04-21,13,16,29,40,47,3,4,26032
2026-04-24,25,26,30,40,45,1,5,26033
2026-04-28,26,29,41,46,47,8,9,26034
2026-05-01,3,9,42,46,47,1,11,26035
2026-05-05,3,4,8,20,31,6,8,26036
2026-05-08,2,17,19,34,37,8,11,26037
2026-05-12,4,26,32,35,36,5,7,26038
2026-05-15,3,10,38,41,43,2,9,26039
2026-05-19,2,12,20,38,45,2,5,26040
2026-05-22,6,22,26,31,37,5,8,26041
2026-05-26,6,23,25,35,37,6,12,26042
2026-05-29,5,14,18,31,35,2,12,26043
2026-06-02,6,9,17,18,42,7,9,26044
2026-06-05,5,6,16,17,49,2,12,26045
2026-06-09,2,7,23,44,46,3,5,26046
2026-06-12,4,7,14,22,23,1,7,26047
2026-06-16,18,25,31,37,45,4,9,26048
2026-06-19,8,34,39,41,42,2,7,26049
2026-06-23,3,33,36,45,46,5,6,26050
2026-06-26,6,16,26,34,35,11,12,26051
2026-06-30,1,8,37,44,48,2,6,26052
2026-07-03,2,12,17,25,39,1,2,26053
2026-07-07,5,29,33,45,47,5,8,26054
2026-07-10,2,14,28,33,48,8,10,26055
2026-07-14,10,19,37,42,47,9,12,26056
2026-07-17,12,21,23,34,40,9,10,26057
2026-07-21,2,3,8,28,39,2,11,26058
2026-07-24,8,10,30,36,47,1,4,26059
2026-07-28,5,7,24,30,49,10,11,26060
2026-07-31,10,24,25,31,45,4,5,26061
2026-08-04,25,30,34,46,50,1,12,26062
2026-08-07,26,29,35,38,47,1,2,26063
2026-08-11,3,11,17,46,48,1,2,26064
